"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"Related Person(s)"	Honorific	"Cause of death"	"Person type"	"Person role"	"Birth date"	"Birth date (temporal)"	"Country of birth"	"Death date"	"Death date (temporal)"	"Country of death"	"Place of death"	"Place of death Record Title"	"Place of death H-ID"	"Place of death Record Title"	"Cause of death"	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
85151	"Nicolas de Rosay notaire au Châtelet"	"Nicolas de Rosay  notaire au Châtelet"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306275																						
85152	"Nicolas de Tour"	"Nicolas de Tour"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306290																						
85153	"Barrière (Guillaume)"	"Barrière (Guillaume)"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e149982																						
85154	"Nicolas de Tournai"	"Nicolas de Tournai"				"juge du grand sceau royal de la sénéchaussée de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306308																						
85155	"Nicolas de Villers"	"Nicolas de Villers"				"ses hoirs"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306324																						
85156	"Nicolas de Villers"	"Nicolas de Villers"				"bailli de Cotentin, commissaire aux nouveaux acquêts dans le bailliage"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306342																						
85157	"Nicolas d'Hautot"	"Nicolas d'Hautot"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306357																						
85158	"Nicolas d'Orléans"	"Nicolas d'Orléans"				"valet du roi et bourgeois de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306372																						
85159	"Nicolaus de Ponte Audemali ou Audomari"	"Nicolaus de Ponte Audemali ou Audomari"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306510																						
85160	"Nicolaus dictus la Fille"	"Nicolaus dictus la Fille"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306521																						
85161	Nicole	Nicole				"femme de Guillaume d'Évreux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306548																						
85162	Nicole	Nicole				"fille de Baudouin de Rouy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306563																						
85163	"Nicole de Noisy (Me)"	"Nicole de Noisy (Me)"				"clerc du comte Robert de Clermont"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e306578																						
85170	"Noël (Jean)"	"Noël (Jean)"				"ses fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307251																						
85171	"Noël (Jean)"	"Noël (Jean)"				"garde du sceau de la prévôté de Moret"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307266																						
85172	"Noël (Richard)"	"Noël (Richard)"				"sommelier de l'Échansonnerie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307281																						
85173	"Noël (Robert)"	"Noël (Robert)"				"du Val-Gilles"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307296																						
85174	"Noël d'Orly"	"Noël d'Orly"				"Orli, sergent à verge du Châtelet de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307314																						
85175	"Barrière (Me Pierre)"	"Barrière (Me Pierre)"				"clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150014																						
85181	"Nogrel (Astruc)"	"Nogrel (Astruc)"				juif		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307662																						
85186	"Barrois (Guillaume)"	"Barrois (Guillaume)"				"fils de Bertrand Barrois, de Vézelay"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150068																						
85188	"Norman (Jean)"	"Norman (Jean)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307930																						
85189	"Normand (Perrot)"	"Normand (Perrot)"				"sergent de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e307957																						
85190	"Nouvel (Arnaud)"	"Nouvel (Arnaud)"				"abbé de Fontfroide, vice-chancelier de l'Église romaine"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e308507																						
85191	"Nouvel (Laurent)"	"Nouvel (Laurent)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e308543																						
85195	"Odoinus de Berbezillo"	"Odoinus de Berbezillo"				"Oduinus de Brebezallo, miles, procurator plurium nobilium"	"Audouin de Barbezieux"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309159																						
85196	"Odon (Bernard)"	"Odon (Bernard)"				"notaire de la Cour du viguier de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309174																						
85197	"Bertrand Agasse"	"Bertrand Agasse"		"Bertrand Agace"		"Agace (Bertrand), chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133241																						
85198	"Barrot (Me Germain)"	"Barrot (Me Germain)"				"notaire à la Cour de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150084																						
85199	"Odon (Philippe)"	"Odon (Philippe)"				"procureur de diverses communautés"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309189																						
85200	Odon	Odon				"seigneur de Miossens, donzel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309200																						
85201	Odon	Odon				"seigneur de Montaut"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309216																						
85202	"Odon d'Aure"	"Odon d'Aure"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309227																						
85203	"Odon de Fouvent"	"Odon de Fouvent"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309242																						
85204	"Odon de Montaut"	"Odon de Montaut"				"seigneur du lieu, chevalier ou chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309257																						
85205	"Odonis (Philippus)"	"Odonis (Philippus)"				procurator	"Philippe Odon"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309278																						
85206	"Oduinus de Brebezallo"	"Oduinus de Brebezallo"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309293																						
85207	Oger	Oger				"seigneur d'Anglure"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309323																						
85208	"Oger d'Anglure"	"Oger d'Anglure"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309334																						
85209	Barthélemi	Barthélemi				"fils de Barthélemi Michel et boucher de Saint-Antonin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150138																						
85210	"Oger II de Saint-Chéron"	"Oger II de Saint-Chéron"				"seigneur d'Anglure, chevalier de Louis, roi de Navarre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309345																						
85211	"Oger d'Olibon"	"Oger d'Olibon"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309363																						
85212	Oisile	Oisile				"femme de Gilles de Laon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309466																						
85215	"Olier (Bernard)"	"Olier (Bernard)"				"messager des consuls de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309615																						
85216	"Olier (Jean)"	"Olier (Jean)"				"de Lavaur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309630																						
85217	"Olier (Raimond)"	"Olier (Raimond)"				"fils naturel de Jean Olier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309645																						
85218	"Olivier (Michel)"	"Olivier (Michel)"				"frère de l'hôpital de Sainte-Catherine de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309698																						
85219	Olivier	Olivier				"abbé de Saint-Rémi de Sens"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309713																						
85220	"Barthélemi d'Ambeyrac (Me)"	"Barthélemi d'Ambeyrac (Me)"				"notaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150187																						
85221	"Olivier d'Aramon"	"Olivier d'Aramon"				légiste		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309728																						
85222	"Olivier de La Chapelle"	"Olivier de La Chapelle"				"bachelier du duc Jean III de Bretagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309743																						
85223	"Olivier de Termes"	"Olivier de Termes"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309759																						
85224	"Olric de Corbarieu"	"Olric de Corbarieu"				"jadis donzel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309845																						
85225	"Onfroi de Bohon"	"Onfroi de Bohon"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e309957																						
85228	"Orées (Jean aux)"	"Orées (Jean aux)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e310202																						
85229	"Orgier (Salomon)"	"Orgier (Salomon)"				"juif de Béziers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e310224																						
85231	"Barthélemi de Cluséllo"	"Barthélemi de Cluséllo"		"Barthélemi de Clusellis"		"docteur ou professeur ès lois, juge d'Aigues-mortes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150202																						
85233	"Orouard (Eudes)"	"Orouard (Eudes)"				"commissaire royal"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311350																						
85235	"Orson (Me Bernard)"	"Orson (Me Bernard)"				"notaire de la Cour royale de Nîmes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311406																						
85237	"Osbern de Crépon (?)"	"Osbern de Crépon (?)"				"sa veuve et son fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311566																						
85238	Othe	Othe				"comte palatin de Bourgogne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311696																						
85239	"Othon IV"	"Othon IV"				"comte de Bourgogne et seigneur de Salins"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311718																						
85240	"Othon de Grandson"	"Othon de Grandson"				"chevalier ou chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311750																						
85241	"Ottobono da Barga"	"Ottobono da Barga"				"professeur ès lois"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311771																						
85242	"Barthélemi de Petra (Me)"	"Barthélemi de Petra (Me)"				"de Carcassonne, notaire public royal de la Cour de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150235																						
85243	Otton	Otton				"fils du comte Albert Ier de Vermandois"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311786																						
85244	Oudard	Oudard				"Eudes de Montaigu, seigneur du lieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311862																						
85245	"Oudard de Chambly"	"Oudard de Chambly"				"châtelain de Gisors"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311880																						
85246	"Oudard de Jouy"	"Oudard de Jouy"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311895																						
85247	"Oudard de Larbroye"	"Oudard de Larbroye"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311910																						
85248	"Oudard de Maubuisson"	"Oudard de Maubuisson"				"seigneur d'Hauterive, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311925																						
85249	"Oudard de Poincy"	"Oudard de Poincy"				"jadis chanoine de Meaux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311944																						
85250	"Oudard de Saint-Martin"	"Oudard de Saint-Martin"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311959																						
85251	"Oudard de Villers"	"Oudard de Villers"				"(feu), ses enfants"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311974																						
85253	"Barthélemi de Urbione"	"Barthélemi de Urbione"				"baile royal d'Alet"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150250																						
85254	"Oudin de Prégrimaut"	"Oudin de Prégrimaut"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312020																						
85255	Oudinet	Oudinet				"verdier d'Anet, sergent de la Reine Marie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312036																						
85256	"Oudinet de Courpalay"	"Oudinet de Courpalay"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312051																						
85259	"Ourosch II Miloutine"	"Ourosch II Miloutine"				"roi de Serbie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312239																						
85260	"Ouvrier (Hugues)"	"Ouvrier (Hugues)"				"notaire royal dans toute la sénéchaussée de Périgord et Quercy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312337																						
85261	"Ozil d'Autéjac"	"Ozil d'Autéjac"				donzel		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312436																						
85262	"P. Barrerii"	"P. Barrerii"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312477																						
85263	"P. d'Aubigni"	"P. d'Aubigni"		"Aubigni (P. d')"		"de Albigniaco, signatures"	"Pierre d'Aubigny, notaire du roi"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312489																						
85265	"P. de Belmont"	"P. de Belmont"				"notaire royal"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312656																						
85266	"P. de Bituris"	"P. de Bituris"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312671																						
85267	"P. de Coiran"	"P. de Coiran"				"pelletier de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312682																						
85268	"P. de Dyon"	"P. de Dyon"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312705																						
85269	"P. de Pruneto"	"P. de Pruneto"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312720																						
85270	"P. de Raissac"	"P. de Raissac"				"moine et syndic, puis grand cellérier de Fontfroide"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312732																						
85271	"P. de Stampis"	"P. de Stampis"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312747																						
85272	"P. de Villario"	"P. de Villario"				"jadis chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312758																						
85273	"P. du Carme"	"P. du Carme"				"boucher de Saint-Antonin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312773																						
85274	"P. le Feron"	"P. le Feron"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312799																						
85275	"Basile de Saumerie"	"Basile de Saumerie"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150353																						
85276	"P. Raimond de Jonquières"	"P. Raimond de Jonquières"				"chevalier, sa fille"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312822																						
85278	"Pagesa (Durand)"	"Pagesa (Durand)"				"notaire public de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312895																						
85279	"Païen (Gautier)"	"Païen (Gautier)"				"sa fiefferme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312926																						
85280	"Païen (Geoffroi)"	"Païen (Geoffroi)"				"chevalier du roi, seigneur de Montpipeau"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312944																						
85281	"Païen (Me Guillaume)"	"Païen (Me Guillaume)"				"sa fiefferme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312959																						
85282	"Païen (Guillaume)"	"Païen (Guillaume)"				"de Beaugency, sa femme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312977																						
85283	"Païen (Simon)"	"Païen (Simon)"				"clerc, commissaire du Roi aux nouveaux acquêts dans la prévôté de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e312992																						
85284	"Païen de Torigni"	"Païen de Torigni"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313023																						
85287	"Palenque ou Balenque"	"Palenque ou Balenque"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313101																						
85288	"Palesteau (Roger)"	"Palesteau (Roger)"					"seigneur de Sainte-Sévère"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313144																						
85289	"Palisse (Bérenger)"	"Palisse (Bérenger)"				"consul de Gignac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313180																						
85290	"Panoche (Jacques)"	"Panoche (Jacques)"				"bourgeois royal de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313389																						
85292	"Rampnon Papalhon"	"Rampnon Papalhon"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313434																						
85293	"Paradis (Guillaume)"	"Paradis (Guillaume)"				"sergent à cheval du Châtelet de Paris, jadis délégué à l'affaire des juifs dans le bailliage d'Orléans"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313475																						
85294	"Paraire (Sicard)"	"Paraire (Sicard)"				"sergent de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e313490																						
85297	"Baston (Guillaume)"	"Baston (Guillaume)"				"clerc, chancelier royal dans la prévôté de Châteauneuf-les-Bains"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150534																						
85299	"Parquerii (R.)"	"Parquerii (R.)"				Parquerius		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322109																						
85300	"Parquier (Renaud)"	"Parquier (Renaud)"				"R. Parquerii, Parquerius, Parquier, notaire du roi, signatures"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322120																						
85301	"Pascal (Raimond)"	"Pascal (Raimond)"				"de Mauguio"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322189																						
85302	"Pascaud (André)"	"Pascaud (André)"				"beau-frère de Colin le Claveurier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322219																						
85303	"Passavant (Simon)"	"Passavant (Simon)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322280																						
85309	"Bataille (Richard)"	"Bataille (Richard)"				"bourgeois de La Rochelle"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150549																						
85310	"Pasté (Ferri)"	"Pasté (Ferri)"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322391																						
85311	"Pasté (Geoffroi)"	"Pasté (Geoffroi)"				"écuyer du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322406																						
85313	"Patri (Guillaume)"	"Patri (Guillaume)"				"seigneur de Montmartin-en-Graignes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322454																						
85314	"Paucin de Saint-Myon"	"Paucin de Saint-Myon"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322484																						
85316	"Paumet (Jean)"	"Paumet (Jean)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322708																						
85317	"Paumier (Guillaume)"	"Paumier (Guillaume)"				"écuyer, valet du roi et chambellan de Louis, fils aîné du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322723																						
85318	"Paumier (Jean)"	"Paumier (Jean)"				"héritier de Paumier d'Acre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322746																						
85319	"Paumier (Pierre)"	"Paumier (Pierre)"				"épicier (apothicaire), et valet de chambre du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322762																						
85320	"Bateste (Guillaume)"	"Bateste (Guillaume)"				"chevalier de Philippe Auguste"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150564																						
85321	"Paumier d'Acre"	"Paumier d'Acre"				"marchand de Bayonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322789																						
85322	"Paute (Guillaume)"	"Paute (Guillaume)"				"marchand à Limoux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322819																						
85323	"Pavie (Jean)"	"Pavie (Jean)"				"bourgeois de Saint-Benoît-sur-Loire"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e322876																						
85325	"Peau-de-Chien (Jean)"	"Peau-de-Chien (Jean)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323008																						
85326	"Peche (Gilbert)"	"Peche (Gilbert)"				"chevalier anglais, envoyé du roi Édouard II"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323038																						
85329	"Peitavi (Michel)"	"Peitavi (Michel)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323114																						
85330	"Peitavi (Pierre)"	"Peitavi (Pierre)"				"docteur ès lois , — juge mage de la sénéchaussée de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323125																						
85331	"Bateste (Pierre)"	"Bateste (Pierre)"				"chevalier du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150579																						
85332	"Peix (Pierre)"	"Peix (Pierre)"				"official de Maguelonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323161																						
85333	"Pelegri de Saint-Paul"	"Pelegri de Saint-Paul"				"bourgeois de Moissac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323207																						
85334	"Pèlerin (Me Jean)"	"Pèlerin (Me Jean)"				"prêtre, maître et gouverneur de la maison de Saint-Lazare d'Orléans"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323222																						
85335	"Pelet (Jean)"	"Pelet (Jean)"				"garde exécuteur du sceau royal de Caylus"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323237																						
85336	"Pelet (Pierre)"	"Pelet (Pierre)"				"fils de Raimond Pelet"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323260																						
85337	"Pelfort de Rabastens"	"Pelfort de Rabastens"				"abbé de Lombez au diocèse de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323293																						
85338	"Pélicier (Gérard)"	"Pélicier (Gérard)"				"de Pavie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323308																						
85339	"Pelletier (Me Pierre)"	"Pelletier (Me Pierre)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323324																						
85340	"Penart (Robin)"	"Penart (Robin)"				"de Treilles"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323372																						
85343	"Penon (Jean)"	"Penon (Jean)"				"d'Échilleuses, écuyer"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e323461																						
85351	Pernelle	Pernelle				"comtesse de Bigorre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324346																						
85352	Pernelle	Pernelle				"femme d'Estevenot de Valenciennes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324361																						
85353	Baudouin	Baudouin				"comte de Hainaut"	"bienfaiteur de l'abbaye de Foigny"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150729																						
85354	Pernelle	Pernelle				"femme de Galeran le Breton"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324376																						
85355	Pernelle	Pernelle				"femme de Jean de Chelles"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324394																						
85356	Pernelle	Pernelle				"femme de Jean Pierre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324409																						
85357	Pernelle	Pernelle				"fille de feu Raoul Agombaud"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324424																						
85358	Pernelle	Pernelle				"veuve de Guillaume le Flamenc"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324440																						
85359	Pernelle	Pernelle				"veuve de Jean de Grignon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324455																						
85360	"Pernelle de Dampont"	"Pernelle de Dampont"				"veuve de Trenchet, de Jouy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324470																						
85361	"Pernelle de Gisy"	"Pernelle de Gisy"				demoiselle		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324485																						
85362	"Pernelle de Jouy"	"Pernelle de Jouy"				"veuve de Jean de Jouy, orfèvre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324500																						
85363	"Pernelle de Rueil"	"Pernelle de Rueil"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324515																						
85365	"Pernelle de Sully"	"Pernelle de Sully"				"veuve de Geoffroi de Lusignan"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324534																						
85366	"Perrard de Luquy"	"Perrard de Luquy"				"fils de feu Adam"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324693																						
85367	"Perrard du Hazoy"	"Perrard du Hazoy"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324708																						
85370	"Perrette de Bois-Gencelin"	"Perrette de Bois-Gencelin"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324779																						
85371	Perrin	Perrin				"fils de feu Guillaume de Dicy et de Marie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324861																						
85372	"Perrin de L'Ile"	"Perrin de L'Ile"				donzel		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324876																						
85373	"Perrin de Monte Jovis"	"Perrin de Monte Jovis"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324891																						
85374	"Perrinet de Chambly"	"Perrinet de Chambly"				"valet de la Cuisine"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324917																						
85375	"Baudouin de Caumont"	"Baudouin de Caumont"				"chevalier du roi, seigneur de Plumoison"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150778																						
85376	"Perrinet de Cherelles"	"Perrinet de Cherelles"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324933																						
85377	"Perrinet de Sainte-Solange"	"Perrinet de Sainte-Solange"				"clerc, notaire juré du sceau de la prévôté d'Issoudun"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324948																						
85378	"Perron de Sainghin"	"Perron de Sainghin"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324963																						
85379	"Perrone d'Angresse"	"Perrone d'Angresse"				"héritière d'Amat d'Angresse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324978																						
85380	"Perronnelle (Roger)"	"Perronnelle (Roger)"				"du Val-Gilles"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e324993																						
85381	"Perrot de Chambly"	"Perrot de Chambly"				"fils de Pierre VI de Chambly"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e325011																						
85382	"Perrot de Puissy"	"Perrot de Puissy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e325027																						
85383	"Perrot de Tumbrel"	"Perrot de Tumbrel"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e325042																						
85384	"Perrot de Valenciennes"	"Perrot de Valenciennes"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e325057																						
85386	"Baudouin II de Courtenay"	"Baudouin II de Courtenay"				"empereur de Constantinople"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e150793																						
